location,vaccine,total_vaccinations
Iceland,Johnson&Johnson,6
Iceland,Moderna,6734
Iceland,Oxford/AstraZeneca,15047
Iceland,Pfizer/BioNTech,46539
Iceland,Johnson&Johnson,6
Iceland,Moderna,6735
Iceland,Oxford/AstraZeneca,16508
Iceland,Pfizer/BioNTech,50041
Iceland,Johnson&Johnson,7
Iceland,Moderna,6737
Iceland,Oxford/AstraZeneca,17305
Iceland,Pfizer/BioNTech,50888
Iceland,Johnson&Johnson,9
Iceland,Moderna,6737
Iceland,Oxford/AstraZeneca,17307
Iceland,Pfizer/BioNTech,50893
Iceland,Johnson&Johnson,10
Iceland,Moderna,6738
Iceland,Oxford/AstraZeneca,17307
Iceland,Pfizer/BioNTech,50896
Iceland,Johnson&Johnson,10
Iceland,Moderna,6738
Iceland,Oxford/AstraZeneca,17310
Iceland,Pfizer/BioNTech,50896
Iceland,Johnson&Johnson,10
Iceland,Moderna,6738
Iceland,Oxford/AstraZeneca,17310
Iceland,Pfizer/BioNTech,50898
Iceland,Johnson&Johnson,10
Iceland,Moderna,6739
Iceland,Oxford/AstraZeneca,17311
Iceland,Pfizer/BioNTech,50898
Iceland,Johnson&Johnson,14
Iceland,Moderna,6740
Iceland,Oxford/AstraZeneca,17313
Iceland,Pfizer/BioNTech,50901
Iceland,Johnson&Johnson,16
Iceland,Moderna,6741
Iceland,Oxford/AstraZeneca,18137
Iceland,Pfizer/BioNTech,55200
Iceland,Johnson&Johnson,19
Iceland,Moderna,6744
Iceland,Oxford/AstraZeneca,22442
Iceland,Pfizer/BioNTech,57540
Iceland,Johnson&Johnson,21
Iceland,Moderna,8182
Iceland,Oxford/AstraZeneca,22815
Iceland,Pfizer/BioNTech,58041
Iceland,Johnson&Johnson,21
Iceland,Moderna,8183
Iceland,Oxford/AstraZeneca,23330
Iceland,Pfizer/BioNTech,58061
Iceland,Johnson&Johnson,21
Iceland,Moderna,8183
Iceland,Oxford/AstraZeneca,23331
Iceland,Pfizer/BioNTech,58062
Iceland,Johnson&Johnson,25
Iceland,Moderna,8185
Iceland,Oxford/AstraZeneca,23355
Iceland,Pfizer/BioNTech,58065
Iceland,Johnson&Johnson,25
Iceland,Moderna,8189
Iceland,Oxford/AstraZeneca,23378
Iceland,Pfizer/BioNTech,64254
Iceland,Johnson&Johnson,25
Iceland,Moderna,8191
Iceland,Oxford/AstraZeneca,23920
Iceland,Pfizer/BioNTech,65736
Iceland,Johnson&Johnson,26
Iceland,Moderna,8193
Iceland,Oxford/AstraZeneca,24037
Iceland,Pfizer/BioNTech,66946
Iceland,Johnson&Johnson,26
Iceland,Moderna,8193
Iceland,Oxford/AstraZeneca,24042
Iceland,Pfizer/BioNTech,67787
Iceland,Johnson&Johnson,26
Iceland,Moderna,8193
Iceland,Oxford/AstraZeneca,24043
Iceland,Pfizer/BioNTech,68137
Iceland,Johnson&Johnson,26
Iceland,Moderna,8193
Iceland,Oxford/AstraZeneca,24043
Iceland,Pfizer/BioNTech,68459
Iceland,Johnson&Johnson,26
Iceland,Moderna,8193
Iceland,Oxford/AstraZeneca,24045
Iceland,Pfizer/BioNTech,68923
Iceland,Johnson&Johnson,26
Iceland,Moderna,8206
Iceland,Oxford/AstraZeneca,24048
Iceland,Pfizer/BioNTech,75631
Iceland,Johnson&Johnson,26
Iceland,Moderna,12507
Iceland,Oxford/AstraZeneca,24110
Iceland,Pfizer/BioNTech,77303
Iceland,Johnson&Johnson,26
Iceland,Moderna,12509
Iceland,Oxford/AstraZeneca,24111
Iceland,Pfizer/BioNTech,77307
Iceland,Johnson&Johnson,26
Iceland,Moderna,12511
Iceland,Oxford/AstraZeneca,24113
Iceland,Pfizer/BioNTech,77758
Iceland,Johnson&Johnson,26
Iceland,Moderna,12511
Iceland,Oxford/AstraZeneca,24113
Iceland,Pfizer/BioNTech,77760
Iceland,Johnson&Johnson,26
Iceland,Moderna,12513
Iceland,Oxford/AstraZeneca,24114
Iceland,Pfizer/BioNTech,77761
Iceland,Johnson&Johnson,26
Iceland,Moderna,12516
Iceland,Oxford/AstraZeneca,24117
Iceland,Pfizer/BioNTech,77764
Iceland,Johnson&Johnson,28
Iceland,Moderna,12517
Iceland,Oxford/AstraZeneca,24406
Iceland,Pfizer/BioNTech,85149
Iceland,Johnson&Johnson,406
Iceland,Moderna,12519
Iceland,Oxford/AstraZeneca,34088
Iceland,Pfizer/BioNTech,86664
Iceland,Johnson&Johnson,408
Iceland,Moderna,12519
Iceland,Oxford/AstraZeneca,44678
Iceland,Pfizer/BioNTech,88284
Iceland,Johnson&Johnson,501
Iceland,Moderna,12522
Iceland,Oxford/AstraZeneca,45164
Iceland,Pfizer/BioNTech,88378
Iceland,Johnson&Johnson,502
Iceland,Moderna,12523
Iceland,Oxford/AstraZeneca,45165
Iceland,Pfizer/BioNTech,88569
Iceland,Johnson&Johnson,505
Iceland,Moderna,12523
Iceland,Oxford/AstraZeneca,45166
Iceland,Pfizer/BioNTech,88570
Iceland,Johnson&Johnson,509
Iceland,Moderna,12524
Iceland,Oxford/AstraZeneca,45167
Iceland,Pfizer/BioNTech,88582
Iceland,Johnson&Johnson,564
Iceland,Moderna,12526
Iceland,Oxford/AstraZeneca,45253
Iceland,Pfizer/BioNTech,99555
Iceland,Johnson&Johnson,7083
Iceland,Moderna,12527
Iceland,Oxford/AstraZeneca,45770
Iceland,Pfizer/BioNTech,102508
Iceland,Johnson&Johnson,7979
Iceland,Moderna,12530
Iceland,Oxford/AstraZeneca,59815
Iceland,Pfizer/BioNTech,104713
Iceland,Johnson&Johnson,8490
Iceland,Moderna,15411
Iceland,Oxford/AstraZeneca,60042
Iceland,Pfizer/BioNTech,104750
Iceland,Johnson&Johnson,8493
Iceland,Moderna,15412
Iceland,Oxford/AstraZeneca,60045
Iceland,Pfizer/BioNTech,104752
Iceland,Johnson&Johnson,8495
Iceland,Moderna,15412
Iceland,Oxford/AstraZeneca,60046
Iceland,Pfizer/BioNTech,104755
Iceland,Johnson&Johnson,8502
Iceland,Moderna,15415
Iceland,Oxford/AstraZeneca,60198
Iceland,Pfizer/BioNTech,104790
Iceland,Johnson&Johnson,8736
Iceland,Moderna,15419
Iceland,Oxford/AstraZeneca,60230
Iceland,Pfizer/BioNTech,114845
Iceland,Johnson&Johnson,8937
Iceland,Moderna,15421
Iceland,Oxford/AstraZeneca,61545
Iceland,Pfizer/BioNTech,117646
Iceland,Johnson&Johnson,8941
Iceland,Moderna,15422
Iceland,Oxford/AstraZeneca,62528
Iceland,Pfizer/BioNTech,117653
Iceland,Johnson&Johnson,8951
Iceland,Moderna,15423
Iceland,Oxford/AstraZeneca,62552
Iceland,Pfizer/BioNTech,118233
Iceland,Johnson&Johnson,8952
Iceland,Moderna,15425
Iceland,Oxford/AstraZeneca,62552
Iceland,Pfizer/BioNTech,118235
Iceland,Johnson&Johnson,8952
Iceland,Moderna,15426
Iceland,Oxford/AstraZeneca,62552
Iceland,Pfizer/BioNTech,118236
Iceland,Johnson&Johnson,8954
Iceland,Moderna,22619
Iceland,Oxford/AstraZeneca,62640
Iceland,Pfizer/BioNTech,118238
Iceland,Johnson&Johnson,9325
Iceland,Moderna,22622
Iceland,Oxford/AstraZeneca,62926
Iceland,Pfizer/BioNTech,125994
Iceland,Johnson&Johnson,10649
Iceland,Moderna,22623
Iceland,Oxford/AstraZeneca,63748
Iceland,Pfizer/BioNTech,128921
Iceland,Johnson&Johnson,13276
Iceland,Moderna,22625
Iceland,Oxford/AstraZeneca,64661
Iceland,Pfizer/BioNTech,131425
Iceland,Johnson&Johnson,13344
Iceland,Moderna,22642
Iceland,Oxford/AstraZeneca,64710
Iceland,Pfizer/BioNTech,131789
Iceland,Johnson&Johnson,13346
Iceland,Moderna,22643
Iceland,Oxford/AstraZeneca,64710
Iceland,Pfizer/BioNTech,131793
Iceland,Johnson&Johnson,13348
Iceland,Moderna,22644
Iceland,Oxford/AstraZeneca,64710
Iceland,Pfizer/BioNTech,131795
Iceland,Johnson&Johnson,13348
Iceland,Moderna,22646
Iceland,Oxford/AstraZeneca,64712
Iceland,Pfizer/BioNTech,131805
Iceland,Johnson&Johnson,13399
Iceland,Moderna,22647
Iceland,Oxford/AstraZeneca,64766
Iceland,Pfizer/BioNTech,131820
Iceland,Johnson&Johnson,13569
Iceland,Moderna,22648
Iceland,Oxford/AstraZeneca,64944
Iceland,Pfizer/BioNTech,143658
Iceland,Johnson&Johnson,13579
Iceland,Moderna,22651
Iceland,Oxford/AstraZeneca,67853
Iceland,Pfizer/BioNTech,146617
Iceland,Johnson&Johnson,13633
Iceland,Moderna,22652
Iceland,Oxford/AstraZeneca,67890
Iceland,Pfizer/BioNTech,146674
Iceland,Johnson&Johnson,13636
Iceland,Moderna,22653
Iceland,Oxford/AstraZeneca,67893
Iceland,Pfizer/BioNTech,146677
Iceland,Johnson&Johnson,13639
Iceland,Moderna,22654
Iceland,Oxford/AstraZeneca,67896
Iceland,Pfizer/BioNTech,146681
Iceland,Johnson&Johnson,13654
Iceland,Moderna,22657
Iceland,Oxford/AstraZeneca,67896
Iceland,Pfizer/BioNTech,146687
Iceland,Johnson&Johnson,13758
Iceland,Moderna,22659
Iceland,Oxford/AstraZeneca,67989
Iceland,Pfizer/BioNTech,155395
Iceland,Johnson&Johnson,14308
Iceland,Moderna,28407
Iceland,Oxford/AstraZeneca,68147
Iceland,Pfizer/BioNTech,159458
Iceland,Johnson&Johnson,15382
Iceland,Moderna,28409
Iceland,Oxford/AstraZeneca,68292
Iceland,Pfizer/BioNTech,162398
Iceland,Johnson&Johnson,15923
Iceland,Moderna,28414
Iceland,Oxford/AstraZeneca,68345
Iceland,Pfizer/BioNTech,162484
Iceland,Johnson&Johnson,15932
Iceland,Moderna,28416
Iceland,Oxford/AstraZeneca,68347
Iceland,Pfizer/BioNTech,162507
Iceland,Johnson&Johnson,15935
Iceland,Moderna,28419
Iceland,Oxford/AstraZeneca,68348
Iceland,Pfizer/BioNTech,162517
Iceland,Johnson&Johnson,16203
Iceland,Moderna,28420
Iceland,Oxford/AstraZeneca,68408
Iceland,Pfizer/BioNTech,162525
Iceland,Johnson&Johnson,16287
Iceland,Moderna,28423
Iceland,Oxford/AstraZeneca,69014
Iceland,Pfizer/BioNTech,174972
Iceland,Johnson&Johnson,16455
Iceland,Moderna,28426
Iceland,Oxford/AstraZeneca,78416
Iceland,Pfizer/BioNTech,180656
Iceland,Johnson&Johnson,26724
Iceland,Moderna,28428
Iceland,Oxford/AstraZeneca,78436
Iceland,Pfizer/BioNTech,184601
Iceland,Johnson&Johnson,26733
Iceland,Moderna,28433
Iceland,Oxford/AstraZeneca,78472
Iceland,Pfizer/BioNTech,184628
Iceland,Johnson&Johnson,26739
Iceland,Moderna,28434
Iceland,Oxford/AstraZeneca,78472
Iceland,Pfizer/BioNTech,184634
Iceland,Johnson&Johnson,26743
Iceland,Moderna,28434
Iceland,Oxford/AstraZeneca,78472
Iceland,Pfizer/BioNTech,184640
Iceland,Johnson&Johnson,35942
Iceland,Moderna,28437
Iceland,Oxford/AstraZeneca,79098
Iceland,Pfizer/BioNTech,184663
Iceland,Johnson&Johnson,36481
Iceland,Moderna,28442
Iceland,Oxford/AstraZeneca,80634
Iceland,Pfizer/BioNTech,195932
Iceland,Johnson&Johnson,37590
Iceland,Moderna,34223
Iceland,Oxford/AstraZeneca,81527
Iceland,Pfizer/BioNTech,203039
Iceland,Johnson&Johnson,37595
Iceland,Moderna,34227
Iceland,Oxford/AstraZeneca,81528
Iceland,Pfizer/BioNTech,203057
Iceland,Johnson&Johnson,38938
Iceland,Moderna,34229
Iceland,Oxford/AstraZeneca,81553
Iceland,Pfizer/BioNTech,203095
Iceland,Johnson&Johnson,38940
Iceland,Moderna,34230
Iceland,Oxford/AstraZeneca,81554
Iceland,Pfizer/BioNTech,203111
Iceland,Johnson&Johnson,38941
Iceland,Moderna,34231
Iceland,Oxford/AstraZeneca,81554
Iceland,Pfizer/BioNTech,203122
Iceland,Johnson&Johnson,39007
Iceland,Moderna,34234
Iceland,Oxford/AstraZeneca,81683
Iceland,Pfizer/BioNTech,203162
Iceland,Johnson&Johnson,49191
Iceland,Moderna,34235
Iceland,Oxford/AstraZeneca,82301
Iceland,Pfizer/BioNTech,203646
Iceland,Johnson&Johnson,49553
Iceland,Moderna,34237
Iceland,Oxford/AstraZeneca,82653
Iceland,Pfizer/BioNTech,218503
Iceland,Johnson&Johnson,49951
Iceland,Moderna,34239
Iceland,Oxford/AstraZeneca,83792
Iceland,Pfizer/BioNTech,220095
Iceland,Johnson&Johnson,49979
Iceland,Moderna,34239
Iceland,Oxford/AstraZeneca,83820
Iceland,Pfizer/BioNTech,220113
Iceland,Johnson&Johnson,49983
Iceland,Moderna,34240
Iceland,Oxford/AstraZeneca,83820
Iceland,Pfizer/BioNTech,220121
Iceland,Johnson&Johnson,49988
Iceland,Moderna,34241
Iceland,Oxford/AstraZeneca,83820
Iceland,Pfizer/BioNTech,220128
Iceland,Johnson&Johnson,50026
Iceland,Moderna,38226
Iceland,Oxford/AstraZeneca,83833
Iceland,Pfizer/BioNTech,220137
Iceland,Johnson&Johnson,50285
Iceland,Moderna,38232
Iceland,Oxford/AstraZeneca,85395
Iceland,Pfizer/BioNTech,228990
Iceland,Johnson&Johnson,50515
Iceland,Moderna,38236
Iceland,Oxford/AstraZeneca,102258
Iceland,Pfizer/BioNTech,233188
Iceland,Johnson&Johnson,50704
Iceland,Moderna,38238
Iceland,Oxford/AstraZeneca,110291
Iceland,Pfizer/BioNTech,237513
Iceland,Johnson&Johnson,50738
Iceland,Moderna,38239
Iceland,Oxford/AstraZeneca,110321
Iceland,Pfizer/BioNTech,237531
Iceland,Johnson&Johnson,50739
Iceland,Moderna,38240
Iceland,Oxford/AstraZeneca,110323
Iceland,Pfizer/BioNTech,237542
Iceland,Johnson&Johnson,50739
Iceland,Moderna,38240
Iceland,Oxford/AstraZeneca,110323
Iceland,Pfizer/BioNTech,237548
Iceland,Johnson&Johnson,50773
Iceland,Moderna,38242
Iceland,Oxford/AstraZeneca,110415
Iceland,Pfizer/BioNTech,237567
Iceland,Johnson&Johnson,50854
Iceland,Moderna,38264
Iceland,Oxford/AstraZeneca,112089
Iceland,Pfizer/BioNTech,244162
Iceland,Johnson&Johnson,52925
Iceland,Moderna,38278
Iceland,Oxford/AstraZeneca,112852
Iceland,Pfizer/BioNTech,248356
Iceland,Johnson&Johnson,52945
Iceland,Moderna,38280
Iceland,Oxford/AstraZeneca,112900
Iceland,Pfizer/BioNTech,249136
Iceland,Johnson&Johnson,52973
Iceland,Moderna,38284
Iceland,Oxford/AstraZeneca,112903
Iceland,Pfizer/BioNTech,249160
Iceland,Johnson&Johnson,52975
Iceland,Moderna,38284
Iceland,Oxford/AstraZeneca,112903
Iceland,Pfizer/BioNTech,249169
Iceland,Johnson&Johnson,52978
Iceland,Moderna,38286
Iceland,Oxford/AstraZeneca,112903
Iceland,Pfizer/BioNTech,249173
Iceland,Johnson&Johnson,53003
Iceland,Moderna,38288
Iceland,Oxford/AstraZeneca,112903
Iceland,Pfizer/BioNTech,249185
Iceland,Johnson&Johnson,53141
Iceland,Moderna,38297
Iceland,Oxford/AstraZeneca,113077
Iceland,Pfizer/BioNTech,257563
Iceland,Johnson&Johnson,53209
Iceland,Moderna,40318
Iceland,Oxford/AstraZeneca,114994
Iceland,Pfizer/BioNTech,259170
Iceland,Johnson&Johnson,53241
Iceland,Moderna,40319
Iceland,Oxford/AstraZeneca,115015
Iceland,Pfizer/BioNTech,259428
Iceland,Johnson&Johnson,53268
Iceland,Moderna,40320
Iceland,Oxford/AstraZeneca,115019
Iceland,Pfizer/BioNTech,259484
Iceland,Johnson&Johnson,53268
Iceland,Moderna,40322
Iceland,Oxford/AstraZeneca,115019
Iceland,Pfizer/BioNTech,259487
Iceland,Johnson&Johnson,53299
Iceland,Moderna,40344
Iceland,Oxford/AstraZeneca,115030
Iceland,Pfizer/BioNTech,259583
Iceland,Johnson&Johnson,53354
Iceland,Moderna,40345
Iceland,Oxford/AstraZeneca,115054
Iceland,Pfizer/BioNTech,259792
Iceland,Johnson&Johnson,53399
Iceland,Moderna,40345
Iceland,Oxford/AstraZeneca,115095
Iceland,Pfizer/BioNTech,260529
Iceland,Johnson&Johnson,53411
